date,ticker,regime,target,text,event_type
2022-03-23,TSLA,-1,1,ret_1:0.0052 corr_60d:0.6455 beta_60d:2.1411 SMA_20:285.4040 SMA_50:299.7205 RSI_14:64.8161 MACD_12_26_9:4.8425 MACDh_12_26_9:8.1110 MACDs_12_26_9:-3.2685 BBL_20_2:245.4262 BBM_20_2:285.4040 BBU_20_2:325.3818 BBB_20_2:28.0149 BBP_20_2:1.0957 EMA_10:301.3624 EMA_50:300.0618 EMA_GAP:0.0043 ADX_14:26.0558 ADXR_14_2:26.3410 DMP_14:35.1885 DMN_14:20.3808 STOCHk_14_3_3:90.7248 STOCHd_14_3_3:92.2722 STOCHh_14_3_3:-1.5474 ret_5:0.1891 mom_10:0.1631 vol_10:0.0420 rng_1:0.0644 zret_20:-0.2322 dist_20h:0.0000 dist_20l:0.3037 skew_20:-0.2044 kurt_20:-0.8744 vol_ratio_20:0.4864,market_state
2022-03-24,TSLA,-1,1,ret_1:0.0148 corr_60d:0.6444 beta_60d:2.1157 SMA_20:288.9565 SMA_50:299.3840 RSI_14:66.0803 MACD_12_26_9:7.6336 MACDh_12_26_9:8.7217 MACDs_12_26_9:-1.0881 BBL_20_2:243.8772 BBM_20_2:288.9565 BBU_20_2:334.0358 BBB_20_2:31.2014 BBP_20_2:1.0437 EMA_10:308.0189 EMA_50:301.5485 EMA_GAP:0.0215 ADX_14:26.0981 ADXR_14_2:26.0542 DMP_14:33.4316 DMN_14:19.3632 STOCHk_14_3_3:91.4591 STOCHd_14_3_3:92.4129 STOCHh_14_3_3:-0.9538 ret_5:0.1633 mom_10:0.2095 vol_10:0.0396 rng_1:0.0352 zret_20:0.0593 dist_20h:0.0000 dist_20l:0.3230 skew_20:-0.1134 kurt_20:-0.7231 vol_ratio_20:-0.1149,market_state
2022-03-25,TSLA,-1,1,ret_1:-0.0032 corr_60d:0.6431 beta_60d:2.1086 SMA_20:292.3027 SMA_50:298.7468 RSI_14:65.5188 MACD_12_26_9:9.6462 MACDh_12_26_9:8.5874 MACDs_12_26_9:1.0588 BBL_20_2:243.5739 BBM_20_2:292.3027 BBU_20_2:341.0314 BBB_20_2:33.3413 BBP_20_2:0.9574 EMA_10:313.2664 EMA_50:302.9340 EMA_GAP:0.0341 ADX_14:26.1373 ADXR_14_2:26.0966 DMP_14:32.2425 DMN_14:18.6745 STOCHk_14_3_3:88.4740 STOCHd_14_3_3:90.2193 STOCHh_14_3_3:-1.7453 ret_5:0.1162 mom_10:0.2707 vol_10:0.0323 rng_1:0.0242 zret_20:-0.3927 dist_20h:-0.0032 dist_20l:0.3187 skew_20:-0.0526 kurt_20:-0.7765 vol_ratio_20:-0.1961,market_state
2022-03-28,TSLA,-1,0,ret_1:0.0803 corr_60d:0.6414 beta_60d:2.1526 SMA_20:295.9928 SMA_50:299.1487 RSI_14:71.8875 MACD_12_26_9:13.2722 MACDh_12_26_9:9.7707 MACDs_12_26_9:3.5015 BBL_20_2:238.1512 BBM_20_2:295.9928 BBU_20_2:353.8345 BBB_20_2:39.0832 BBP_20_2:1.0874 EMA_10:322.4810 EMA_50:305.3267 EMA_GAP:0.0562 ADX_14:27.1666 ADXR_14_2:26.6323 DMP_14:38.8444 DMN_14:16.4315 STOCHk_14_3_3:92.7551 STOCHd_14_3_3:90.8961 STOCHh_14_3_3:1.8591 ret_5:0.1853 mom_10:0.4247 vol_10:0.0286 rng_1:0.0406 zret_20:1.7564 dist_20h:0.0000 dist_20l:0.4247 skew_20:-0.0025 kurt_20:-0.7149 vol_ratio_20:0.3254,market_state
2022-03-29,TSLA,-1,0,ret_1:0.0071 corr_60d:0.6383 beta_60d:2.1251 SMA_20:299.9128 SMA_50:299.4817 RSI_14:72.4099 MACD_12_26_9:16.1674 MACDh_12_26_9:10.1327 MACDs_12_26_9:6.0347 BBL_20_2:234.5927 BBM_20_2:299.9128 BBU_20_2:365.2330 BBB_20_2:43.5594 BBP_20_2:1.0099 EMA_10:330.4887 EMA_50:307.7266 EMA_GAP:0.0740 ADX_14:28.3064 ADXR_14_2:27.2218 DMP_14:38.9431 DMN_14:15.4756 STOCHk_14_3_3:94.4787 STOCHd_14_3_3:91.9026 STOCHh_14_3_3:2.5761 ret_5:0.1062 mom_10:0.3712 vol_10:0.0297 rng_1:0.0379 zret_20:-0.1483 dist_20h:0.0000 dist_20l:0.4348 skew_20:-0.0562 kurt_20:-0.6470 vol_ratio_20:-0.0475,market_state
2022-03-30,TSLA,-1,0,ret_1:-0.0051 corr_60d:0.6660 beta_60d:2.0458 SMA_20:303.4812 SMA_50:299.9049 RSI_14:71.3787 MACD_12_26_9:18.1031 MACDh_12_26_9:9.6547 MACDs_12_26_9:8.4483 BBL_20_2:232.4491 BBM_20_2:303.4812 BBU_20_2:374.5133 BBB_20_2:46.8115 BBP_20_2:0.9307 EMA_10:336.7023 EMA_50:309.9594 EMA_GAP:0.0863 ADX_14:29.3648 ADXR_14_2:28.2657 DMP_14:37.2647 DMN_14:14.8086 STOCHk_14_3_3:96.0678 STOCHd_14_3_3:94.4339 STOCHh_14_3_3:1.6339 ret_5:0.0950 mom_10:0.3020 vol_10:0.0314 rng_1:0.0274 zret_20:-0.4312 dist_20h:-0.0051 dist_20l:0.4275 skew_20:0.0377 kurt_20:-0.6992 vol_ratio_20:-0.2179,market_state
2022-03-31,TSLA,-1,0,ret_1:-0.0150 corr_60d:0.6708 beta_60d:2.0246 SMA_20:307.4530 SMA_50:300.4513 RSI_14:68.3019 MACD_12_26_9:18.9775 MACDh_12_26_9:8.4234 MACDs_12_26_9:10.5542 BBL_20_2:233.3526 BBM_20_2:307.4530 BBU_20_2:381.5534 BBB_20_2:48.2027 BBP_20_2:0.8492 EMA_10:340.7928 EMA_50:311.8904 EMA_GAP:0.0927 ADX_14:30.1285 ADXR_14_2:29.2174 DMP_14:35.7947 DMN_14:15.3201 STOCHk_14_3_3:93.2029 STOCHd_14_3_3:94.5831 STOCHh_14_3_3:-1.3802 ret_5:0.0628 mom_10:0.2363 vol_10:0.0338 rng_1:0.0246 zret_20:-0.7634 dist_20h:-0.0200 dist_20l:0.4061 skew_20:0.1051 kurt_20:-0.5318 vol_ratio_20:-0.3546,market_state
2022-04-01,TSLA,-1,0,ret_1:0.0065 corr_60d:0.6608 beta_60d:1.9964 SMA_20:311.5580 SMA_50:301.0401 RSI_14:68.9173 MACD_12_26_9:19.6322 MACDh_12_26_9:7.2625 MACDs_12_26_9:12.3698 BBL_20_2:235.0644 BBM_20_2:311.5580 BBU_20_2:388.0516 BBB_20_2:49.1039 BBP_20_2:0.8266 EMA_10:344.5632 EMA_50:313.8370 EMA_GAP:0.0979 ADX_14:30.5334 ADXR_14_2:29.9491 DMP_14:34.2513 DMN_14:16.1934 STOCHk_14_3_3:91.8068 STOCHd_14_3_3:93.6925 STOCHh_14_3_3:-1.8857 ret_5:0.0732 mom_10:0.1979 vol_10:0.0335 rng_1:0.0259 zret_20:-0.1932 dist_20h:-0.0136 dist_20l:0.4152 skew_20:0.0745 kurt_20:-0.4995 vol_ratio_20:-0.2791,market_state
2022-04-04,TSLA,-1,0,ret_1:0.0561 corr_60d:0.6641 beta_60d:2.0247 SMA_20:317.2392 SMA_50:302.3837 RSI_14:73.7039 MACD_12_26_9:21.5398 MACDh_12_26_9:7.3360 MACDs_12_26_9:14.2038 BBL_20_2:237.6570 BBM_20_2:317.2392 BBU_20_2:396.8214 BBB_20_2:50.1717 BBP_20_2:0.9057 EMA_10:351.3365 EMA_50:316.5029 EMA_GAP:0.1101 ADX_14:31.6110 ADXR_14_2:30.8697 DMP_14:38.4487 DMN_14:14.3581 STOCHk_14_3_3:93.3100 STOCHd_14_3_3:92.7732 STOCHh_14_3_3:0.5368 ret_5:0.0491 mom_10:0.2435 vol_10:0.0355 rng_1:0.0676 zret_20:1.0563 dist_20h:0.0000 dist_20l:0.4946 skew_20:-0.0716 kurt_20:-0.4277 vol_ratio_20:0.0830,market_state
2022-04-05,TSLA,-1,0,ret_1:-0.0473 corr_60d:0.6705 beta_60d:2.0420 SMA_20:321.6868 SMA_50:303.4588 RSI_14:64.2207 MACD_12_26_9:21.3479 MACDh_12_26_9:5.7153 MACDs_12_26_9:15.6326 BBL_20_2:242.1463 BBM_20_2:321.6868 BBU_20_2:401.2273 BBB_20_2:49.4521 BBP_20_2:0.7644 EMA_10:353.5941 EMA_50:318.3559 EMA_GAP:0.1107 ADX_14:32.6457 ADXR_14_2:31.5896 DMP_14:35.2678 DMN_14:13.0122 STOCHk_14_3_3:90.4864 STOCHd_14_3_3:91.8677 STOCHh_14_3_3:-1.3813 ret_5:-0.0076 mom_10:0.0979 vol_10:0.0357 rng_1:0.0601 zret_20:-1.6119 dist_20h:-0.0473 dist_20l:0.4239 skew_20:-0.0350 kurt_20:-0.7285 vol_ratio_20:0.0573,market_state
2022-04-06,TSLA,-1,0,ret_1:-0.0417 corr_60d:0.6772 beta_60d:2.0647 SMA_20:324.8000 SMA_50:304.3079 RSI_14:57.5277 MACD_12_26_9:19.7443 MACDh_12_26_9:3.2894 MACDs_12_26_9:16.4550 BBL_20_2:246.1709 BBM_20_2:324.8000 BBU_20_2:403.4291 BBB_20_2:48.4169 BBP_20_2:0.6513 EMA_10:352.6837 EMA_50:319.5414 EMA_GAP:0.1037 ADX_14:31.9400 ADXR_14_2:31.7755 DMP_14:32.1244 DMN_14:20.2101 STOCHk_14_3_3:80.7885 STOCHd_14_3_3:88.1950 STOCHh_14_3_3:-7.4065 ret_5:-0.0441 mom_10:0.0467 vol_10:0.0393 rng_1:0.0491 zret_20:-1.3097 dist_20h:-0.0870 dist_20l:0.3646 skew_20:0.1350 kurt_20:-0.8525 vol_ratio_20:0.1567,market_state
2022-04-07,TSLA,-1,0,ret_1:0.0110 corr_60d:0.6791 beta_60d:2.0781 SMA_20:328.4493 SMA_50:305.1069 RSI_14:58.6993 MACD_12_26_9:18.5688 MACDh_12_26_9:1.6911 MACDs_12_26_9:16.8777 BBL_20_2:251.8321 BBM_20_2:328.4493 BBU_20_2:405.0666 BBB_20_2:46.6539 BBP_20_2:0.6564 EMA_10:352.6357 EMA_50:320.8307 EMA_GAP:0.0991 ADX_14:31.1315 ADXR_14_2:31.8886 DMP_14:29.6587 DMN_14:19.5178 STOCHk_14_3_3:68.2492 STOCHd_14_3_3:79.8414 STOCHh_14_3_3:-11.5921 ret_5:-0.0189 mom_10:0.0427 vol_10:0.0392 rng_1:0.0521 zret_20:-0.0356 dist_20h:-0.0770 dist_20l:0.3796 skew_20:0.0352 kurt_20:-0.6826 vol_ratio_20:0.0149,market_state
2022-04-08,TSLA,-1,0,ret_1:-0.0300 corr_60d:0.6791 beta_60d:2.0725 SMA_20:332.2850 SMA_50:306.4161 RSI_14:54.2473 MACD_12_26_9:16.5914 MACDh_12_26_9:-0.2290 MACDs_12_26_9:16.8205 BBL_20_2:261.2571 BBM_20_2:332.2850 BBU_20_2:403.3129 BBB_20_2:42.7512 BBP_20_2:0.5672 EMA_10:350.6711 EMA_50:321.6542 EMA_GAP:0.0902 ADX_14:30.3808 ADXR_14_2:31.1604 DMP_14:28.1851 DMN_14:18.5480 STOCHk_14_3_3:56.1553 STOCHd_14_3_3:68.3977 STOCHh_14_3_3:-12.2424 ret_5:-0.0545 mom_10:0.0147 vol_10:0.0407 rng_1:0.0254 zret_20:-1.1582 dist_20h:-0.1047 dist_20l:0.3381 skew_20:0.1457 kurt_20:-0.6824 vol_ratio_20:-0.2918,market_state
2022-04-11,TSLA,-1,0,ret_1:-0.0483 corr_60d:0.6801 beta_60d:2.0460 SMA_20:335.7777 SMA_50:307.2800 RSI_14:48.1166 MACD_12_26_9:13.5353 MACDh_12_26_9:-2.6282 MACDs_12_26_9:16.1634 BBL_20_2:273.9280 BBM_20_2:335.7777 BBU_20_2:397.6273 BBB_20_2:36.8396 BBP_20_2:0.4154 EMA_10:346.0600 EMA_50:321.7976 EMA_GAP:0.0754 ADX_14:28.5135 ADXR_14_2:29.8225 DMP_14:26.1424 DMN_14:24.0166 STOCHk_14_3_3:35.5696 STOCHd_14_3_3:53.3247 STOCHh_14_3_3:-17.7551 ret_5:-0.1480 mom_10:-0.1062 vol_10:0.0328 rng_1:0.0347 zret_20:-1.5904 dist_20h:-0.1480 dist_20l:0.2170 skew_20:0.0724 kurt_20:-0.6648 vol_ratio_20:-0.2301,market_state
2022-04-12,TSLA,-1,0,ret_1:0.0113 corr_60d:0.6789 beta_60d:2.0400 SMA_20:338.8620 SMA_50:307.6149 RSI_14:49.4837 MACD_12_26_9:11.2796 MACDh_12_26_9:-3.9070 MACDs_12_26_9:15.1867 BBL_20_2:285.3959 BBM_20_2:338.8620 BBU_20_2:392.3281 BBB_20_2:31.5563 BBP_20_2:0.4076 EMA_10:342.9551 EMA_50:322.0794 EMA_GAP:0.0648 ADX_14:27.0358 ADXR_14_2:28.7083 DMP_14:26.2698 DMN_14:22.4566 STOCHk_14_3_3:17.5054 STOCHd_14_3_3:36.4101 STOCHh_14_3_3:-18.9047 ret_5:-0.0956 mom_10:-0.1024 vol_10:0.0331 rng_1:0.0452 zret_20:0.0051 dist_20h:-0.1384 dist_20l:0.1746 skew_20:0.1914 kurt_20:-0.4263 vol_ratio_20:-0.1437,market_state
2022-04-13,TSLA,-1,0,ret_1:0.0359 corr_60d:0.6840 beta_60d:2.0814 SMA_20:341.8977 SMA_50:308.2223 RSI_14:53.7060 MACD_12_26_9:10.3257 MACDh_12_26_9:-3.8888 MACDs_12_26_9:14.2145 BBL_20_2:295.7309 BBM_20_2:341.8977 BBU_20_2:388.0644 BBB_20_2:27.0062 BBP_20_2:0.4880 EMA_10:342.5615 EMA_50:322.8131 EMA_GAP:0.0612 ADX_14:25.7675 ADXR_14_2:27.1405 DMP_14:24.9972 DMN_14:20.7521 STOCHk_14_3_3:11.6793 STOCHd_14_3_3:21.5848 STOCHh_14_3_3:-9.9055 ret_5:-0.0224 mom_10:-0.0655 vol_10:0.0362 rng_1:0.0520 zret_20:0.6836 dist_20h:-0.1075 dist_20l:0.1730 skew_20:0.2140 kurt_20:-0.2877 vol_ratio_20:-0.2709,market_state
2022-04-14,TSLA,-1,0,ret_1:-0.0366 corr_60d:0.6852 beta_60d:2.0823 SMA_20:343.7877 SMA_50:308.7513 RSI_14:49.0480 MACD_12_26_9:8.4669 MACDh_12_26_9:-4.5980 MACDs_12_26_9:13.0650 BBL_20_2:303.4613 BBM_20_2:343.7877 BBU_20_2:384.1141 BBB_20_2:23.4601 BBP_20_2:0.3084 EMA_10:339.9745 EMA_50:323.0296 EMA_GAP:0.0525 ADX_14:24.5897 ADXR_14_2:25.8128 DMP_14:23.5422 DMN_14:19.5442 STOCHk_14_3_3:13.6445 STOCHd_14_3_3:14.2764 STOCHh_14_3_3:-0.6319 ret_5:-0.0683 mom_10:-0.0859 vol_10:0.0374 rng_1:0.0310 zret_20:-1.1415 dist_20h:-0.1401 dist_20l:0.0879 skew_20:0.3933 kurt_20:-0.3079 vol_ratio_20:-0.2231,market_state
2022-04-18,TSLA,-1,0,ret_1:0.0196 corr_60d:0.6876 beta_60d:2.1043 SMA_20:345.4360 SMA_50:309.5056 RSI_14:51.3916 MACD_12_26_9:7.4271 MACDh_12_26_9:-4.5103 MACDs_12_26_9:11.9374 BBL_20_2:309.6731 BBM_20_2:345.4360 BBU_20_2:381.1989 BBB_20_2:20.7060 BBP_20_2:0.3508 EMA_10:339.0270 EMA_50:323.4898 EMA_GAP:0.0480 ADX_14:23.2556 ADXR_14_2:24.5115 DMP_14:22.1104 DMN_14:19.6419 STOCHk_14_3_3:17.1256 STOCHd_14_3_3:14.1498 STOCHh_14_3_3:2.9758 ret_5:-0.0207 mom_10:-0.0740 vol_10:0.0382 rng_1:0.0413 zret_20:0.3674 dist_20h:-0.1232 dist_20l:0.0902 skew_20:0.4643 kurt_20:-0.0751 vol_ratio_20:-0.2893,market_state
2022-04-19,TSLA,-1,0,ret_1:0.0238 corr_60d:0.6788 beta_60d:2.0618 SMA_20:347.2192 SMA_50:310.2045 RSI_14:54.1978 MACD_12_26_9:7.1622 MACDh_12_26_9:-3.8201 MACDs_12_26_9:10.9823 BBL_20_2:316.0246 BBM_20_2:347.2192 BBU_20_2:378.4138 BBB_20_2:17.9682 BBP_20_2:0.4278 EMA_10:339.6979 EMA_50:324.2438 EMA_GAP:0.0477 ADX_14:22.4895 ADXR_14_2:23.5396 DMP_14:23.7829 DMN_14:18.4865 STOCHk_14_3_3:18.1973 STOCHd_14_3_3:16.3225 STOCHh_14_3_3:1.8748 ret_5:0.0535 mom_10:-0.1024 vol_10:0.0333 rng_1:0.0385 zret_20:0.4690 dist_20h:-0.1024 dist_20l:0.0535 skew_20:0.4360 kurt_20:-0.1385 vol_ratio_20:-0.2994,market_state
2022-04-20,TSLA,-1,0,ret_1:-0.0496 corr_60d:0.6736 beta_60d:2.0711 SMA_20:346.9395 SMA_50:310.6702 RSI_14:47.8457 MACD_12_26_9:5.5183 MACDh_12_26_9:-4.3713 MACDs_12_26_9:9.8895 BBL_20_2:315.0867 BBM_20_2:346.9395 BBU_20_2:378.7923 BBB_20_2:18.3622 BBP_20_2:0.1671 EMA_10:337.1589 EMA_50:324.3022 EMA_GAP:0.0396 ADX_14:21.2106 ADXR_14_2:22.2331 DMP_14:21.7402 DMN_14:19.8343 STOCHk_14_3_3:16.7510 STOCHd_14_3_3:17.3580 STOCHh_14_3_3:-0.6070 ret_5:-0.0099 mom_10:-0.1045 vol_10:0.0336 rng_1:0.0601 zret_20:-1.3959 dist_20h:-0.1469 dist_20l:0.0013 skew_20:0.3924 kurt_20:0.0036 vol_ratio_20:0.0189,market_state
2022-04-21,TSLA,-1,0,ret_1:0.0323 corr_60d:0.6500 beta_60d:1.9987 SMA_20:347.1007 SMA_50:311.2487 RSI_14:51.6299 MACD_12_26_9:5.0071 MACDh_12_26_9:-3.9059 MACDs_12_26_9:8.9130 BBL_20_2:315.4992 BBM_20_2:347.1007 BBU_20_2:378.7021 BBB_20_2:18.2088 BBP_20_2:0.3285 EMA_10:336.9954 EMA_50:324.7711 EMA_GAP:0.0376 ADX_14:21.2542 ADXR_14_2:21.8718 DMP_14:26.1677 DMN_14:16.7932 STOCHk_14_3_3:17.5836 STOCHd_14_3_3:17.5107 STOCHh_14_3_3:0.0729 ret_5:-0.0133 mom_10:-0.0354 vol_10:0.0341 rng_1:0.0950 zret_20:0.8661 dist_20h:-0.1193 dist_20l:0.0337 skew_20:0.2863 kurt_20:-0.2930 vol_ratio_20:0.5359,market_state
2022-04-22,TSLA,-1,0,ret_1:-0.0037 corr_60d:0.6346 beta_60d:1.8826 SMA_20:346.9528 SMA_50:311.7357 RSI_14:51.1577 MACD_12_26_9:4.4504 MACDh_12_26_9:-3.5701 MACDs_12_26_9:8.0205 BBL_20_2:315.1549 BBM_20_2:346.9528 BBU_20_2:378.7508 BBB_20_2:18.3298 BBP_20_2:0.3123 EMA_10:336.6357 EMA_50:325.1729 EMA_GAP:0.0353 ADX_14:21.2248 ADXR_14_2:21.2177 DMP_14:24.7182 DMN_14:16.1912 STOCHk_14_3_3:13.3003 STOCHd_14_3_3:15.8783 STOCHh_14_3_3:-2.5780 ret_5:0.0204 mom_10:-0.0494 vol_10:0.0337 rng_1:0.0406 zret_20:-0.1077 dist_20h:-0.1226 dist_20l:0.0298 skew_20:0.3721 kurt_20:-0.2041 vol_ratio_20:0.0149,market_state
2022-04-25,TSLA,-1,0,ret_1:-0.0070 corr_60d:0.6615 beta_60d:1.8228 SMA_20:346.7425 SMA_50:312.3589 RSI_14:50.2255 MACD_12_26_9:3.7766 MACDh_12_26_9:-3.3951 MACDs_12_26_9:7.1717 BBL_20_2:314.6268 BBM_20_2:346.7425 BBU_20_2:378.8582 BBB_20_2:18.5242 BBP_20_2:0.2810 EMA_10:335.9152 EMA_50:325.4670 EMA_GAP:0.0321 ADX_14:20.6575 ADXR_14_2:20.9558 DMP_14:23.5713 DMN_14:18.0440 STOCHk_14_3_3:17.1608 STOCHd_14_3_3:16.0149 STOCHh_14_3_3:1.1459 ret_5:-0.0062 mom_10:-0.0268 vol_10:0.0326 rng_1:0.0334 zret_20:-0.1941 dist_20h:-0.1287 dist_20l:0.0226 skew_20:0.3882 kurt_20:-0.2047 vol_ratio_20:-0.0094,market_state
2022-04-26,TSLA,-1,0,ret_1:-0.1218 corr_60d:0.6931 beta_60d:2.0547 SMA_20:343.1522 SMA_50:312.4683 RSI_14:37.4971 MACD_12_26_9:-0.0278 MACDh_12_26_9:-5.7596 MACDs_12_26_9:5.7318 BBL_20_2:304.2042 BBM_20_2:343.1522 BBU_20_2:382.1002 BBB_20_2:22.7001 BBP_20_2:-0.1549 EMA_10:327.9561 EMA_50:324.1601 EMA_GAP:0.0117 ADX_14:20.3815 ADXR_14_2:20.8032 DMP_14:19.8501 DMN_14:27.8628 STOCHk_14_3_3:10.7629 STOCHd_14_3_3:13.7413 STOCHh_14_3_3:-2.9785 ret_5:-0.1476 mom_10:-0.1020 vol_10:0.0485 rng_1:0.1426 zret_20:-2.7709 dist_20h:-0.2349 dist_20l:0.0000 skew_20:-0.9472 kurt_20:1.7515 vol_ratio_20:0.9263,market_state
2022-04-27,TSLA,-1,0,ret_1:0.0058 corr_60d:0.6817 beta_60d:1.9397 SMA_20:339.5178 SMA_50:312.5067 RSI_14:38.2031 MACD_12_26_9:-2.8728 MACDh_12_26_9:-6.8837 MACDs_12_26_9:4.0109 BBL_20_2:296.6078 BBM_20_2:339.5178 BBU_20_2:382.4279 BBB_20_2:25.2771 BBP_20_2:-0.0323 EMA_10:321.7526 EMA_50:322.9709 EMA_GAP:-0.0038 ADX_14:20.1252 ADXR_14_2:20.3914 DMP_14:18.7876 DMN_14:26.3715 STOCHk_14_3_3:5.8376 STOCHd_14_3_3:11.2538 STOCHh_14_3_3:-5.4161 ret_5:-0.0979 mom_10:-0.1068 vol_10:0.0483 rng_1:0.0461 zret_20:0.3971 dist_20h:-0.2304 dist_20l:0.0058 skew_20:-0.9448 kurt_20:1.7580 vol_ratio_20:0.0864,market_state
2022-04-28,TSLA,-1,0,ret_1:-0.0045 corr_60d:0.6623 beta_60d:1.8363 SMA_20:335.9098 SMA_50:312.2072 RSI_14:37.8414 MACD_12_26_9:-5.1754 MACDh_12_26_9:-7.3490 MACDs_12_26_9:2.1737 BBL_20_2:290.0315 BBM_20_2:335.9098 BBU_20_2:381.7881 BBB_20_2:27.3158 BBP_20_2:0.0269 EMA_10:316.4345 EMA_50:321.7761 EMA_GAP:-0.0166 ADX_14:20.7546 ADXR_14_2:20.5680 DMP_14:16.9479 DMN_14:30.7499 STOCHk_14_3_3:8.0938 STOCHd_14_3_3:8.2314 STOCHh_14_3_3:-0.1376 ret_5:-0.1301 mom_10:-0.1417 vol_10:0.0456 rng_1:0.0892 zret_20:0.1397 dist_20h:-0.2339 dist_20l:0.0012 skew_20:-0.9467 kurt_20:1.7591 vol_ratio_20:0.6864,market_state
2022-04-29,TSLA,-1,0,ret_1:-0.0077 corr_60d:0.6521 beta_60d:1.7227 SMA_20:332.4625 SMA_50:311.8563 RSI_14:37.2012 MACD_12_26_9:-7.0999 MACDh_12_26_9:-7.4189 MACDs_12_26_9:0.3189 BBL_20_2:283.8241 BBM_20_2:332.4625 BBU_20_2:381.1009 BBB_20_2:29.2595 BBP_20_2:0.0661 EMA_10:311.6743 EMA_50:320.5399 EMA_GAP:-0.0277 ADX_14:20.5236 ADXR_14_2:20.3244 DMP_14:19.8584 DMN_14:28.2957 STOCHk_14_3_3:13.9210 STOCHd_14_3_3:9.2841 STOCHh_14_3_3:4.6369 ret_5:-0.1336 mom_10:-0.1160 vol_10:0.0450 rng_1:0.0740 zret_20:0.0523 dist_20h:-0.2398 dist_20l:0.0000 skew_20:-0.9777 kurt_20:1.8090 vol_ratio_20:0.1589,market_state
2022-05-02,TSLA,-1,0,ret_1:0.0370 corr_60d:0.6570 beta_60d:1.7785 SMA_20:329.4350 SMA_50:312.0336 RSI_14:42.2194 MACD_12_26_9:-7.6711 MACDh_12_26_9:-6.3921 MACDs_12_26_9:-1.2791 BBL_20_2:280.8729 BBM_20_2:329.4350 BBU_20_2:377.9971 BBB_20_2:29.4821 BBP_20_2:0.2070 EMA_10:309.7299 EMA_50:319.7729 EMA_GAP:-0.0314 ADX_14:20.6473 ADXR_14_2:20.7010 DMP_14:18.4242 DMN_14:28.9724 STOCHk_14_3_3:22.9324 STOCHd_14_3_3:14.9824 STOCHh_14_3_3:7.9500 ret_5:-0.0953 mom_10:-0.1009 vol_10:0.0466 rng_1:0.0646 zret_20:1.0903 dist_20h:-0.2117 dist_20l:0.0370 skew_20:-0.9371 kurt_20:1.4872 vol_ratio_20:-0.0174,market_state
2022-05-03,TSLA,-1,0,ret_1:0.0070 corr_60d:0.6560 beta_60d:1.7643 SMA_20:325.4983 SMA_50:312.3821 RSI_14:43.1783 MACD_12_26_9:-7.8635 MACDh_12_26_9:-5.2675 MACDs_12_26_9:-2.5960 BBL_20_2:282.0656 BBM_20_2:325.4983 BBU_20_2:368.9311 BBB_20_2:26.6869 BBP_20_2:0.2420 EMA_10:308.5214 EMA_50:319.1184 EMA_GAP:-0.0332 ADX_14:20.3475 ADXR_14_2:20.4356 DMP_14:19.8478 DMN_14:27.6633 STOCHk_14_3_3:26.8434 STOCHd_14_3_3:21.2323 STOCHh_14_3_3:5.6111 ret_5:0.0375 mom_10:-0.1156 vol_10:0.0456 rng_1:0.0390 zret_20:0.4562 dist_20h:-0.1668 dist_20l:0.0442 skew_20:-1.1935 kurt_20:2.0516 vol_ratio_20:-0.1640,market_state
2022-05-04,TSLA,-1,0,ret_1:0.0477 corr_60d:0.6655 beta_60d:1.7443 SMA_20:323.1877 SMA_50:313.2560 RSI_14:49.3941 MACD_12_26_9:-6.7713 MACDh_12_26_9:-3.3403 MACDs_12_26_9:-3.4310 BBL_20_2:283.3753 BBM_20_2:323.1877 BBU_20_2:363.0001 BBB_20_2:24.6373 BBP_20_2:0.4291 EMA_10:310.1612 EMA_50:319.0565 EMA_GAP:-0.0279 ADX_14:19.3776 ADXR_14_2:20.0125 DMP_14:22.0344 DMN_14:25.2337 STOCHk_14_3_3:36.9301 STOCHd_14_3_3:28.9020 STOCHh_14_3_3:8.0282 ret_5:0.0807 mom_10:-0.0252 vol_10:0.0468 rng_1:0.0737 zret_20:1.3444 dist_20h:-0.0990 dist_20l:0.0940 skew_20:-1.2691 kurt_20:2.3774 vol_ratio_20:0.0702,market_state
2022-05-05,TSLA,-1,0,ret_1:-0.0833 corr_60d:0.6900 beta_60d:1.8007 SMA_20:320.3130 SMA_50:313.9843 RSI_14:40.6364 MACD_12_26_9:-7.9482 MACDh_12_26_9:-3.6137 MACDs_12_26_9:-4.3345 BBL_20_2:279.9526 BBM_20_2:320.3130 BBU_20_2:360.6734 BBB_20_2:25.2006 BBP_20_2:0.1380 EMA_10:306.6943 EMA_50:317.9599 EMA_GAP:-0.0354 ADX_14:18.9622 ADXR_14_2:19.6548 DMP_14:19.5366 DMN_14:25.6670 STOCHk_14_3_3:33.2754 STOCHd_14_3_3:32.3496 STOCHh_14_3_3:0.9258 ret_5:-0.0048 mom_10:-0.1343 vol_10:0.0516 rng_1:0.1007 zret_20:-1.7550 dist_20h:-0.1740 dist_20l:0.0029 skew_20:-1.1733 kurt_20:1.3454 vol_ratio_20:0.2103,market_state
